序号,代码,名称
"6140","T430203894","瓦韦"
"6141","T430204213","生栀仁"
"6142","T430204543","牛白藤"
"6143","T430204976","麸炒香椿皮"
"6144","T430204977","贯众"
"6145","T430204981","白土苓"
"6146","T430204982","苦荬菜"
"6147","T430204983","丁香蓼"
"6148","T430204990","岗梅"
"6149","T430204991","贯众炭"
"6150","T430204997","满天星"
"6151","T430205031","北败酱草"
"6152","T430205033","丛枝蓼"
"6153","T430205035","铁菱角"
"6154","T430205037","王瓜根"
"6155","T430205038","大青根"
"6156","T430205039","鹿茸草"
"6157","T430205044","蔗鸡"
"6158","T430205045","盐麸根白皮"
"6159","T430205046","白背叶"
"6160","T430205047","盐荷叶蒂"
"6161","T430205048","墓头回炭"
"6162","T430205051","百合花"
"6163","T430205059","桐叶"
"6164","T430205060","竹卷心"
"6165","T430205061","煅竹卷心"
"6166","T430205062","苦丁茶"
"6167","T430205063","丁香叶"
"6168","T430205065","马蔺子"
"6169","T430205082","猴耳环"
"6170","T430205086","地板藤"
"6171","T430205092","水高丽"
"6172","T430205096","红根草"
"6173","T430205102","番薯藤"
"6174","T430205107","下田菊"
"6175","T430205108","水芹"
"6176","T430205155","马大青叶"
"6177","T430205797","岗脂麻"
"6178","T430206087","苦瓜霜"
"6179","T430206105","蛇胆粉"
"6180","T430206112","盐麸木"
"6181","T430206305","木姜叶柯叶"
"6182","T430206392","北豆根超微饮片"
"6183","T430206394","白英超微饮片"
"6184","T430206395","白药子超微饮片"
"6185","T430206398","茶叶超微饮片"
"6186","T430206421","大青叶超微饮片"
"6187","T430206453","荷叶超微饮片"
"6188","T430206460","瓜蒌皮超微饮片"
"6189","T430206466","功劳木超微饮片"
"6190","T430206470","凤尾草超微饮片"
"6191","T430206479","煅石膏超微饮片"
"6192","T430206489","拳参超微饮片"
"6193","T430206496","龙胆超微饮片"
"6194","T430206498","青黛超微饮片"
"6195","T430206502","青葙子超微饮片"
"6196","T430206505","南寒水石超微饮片"
"6197","T430206511","肿节风超微饮片"
"6198","T430206513","紫草超微饮片"
"6199","T430206529","盐黄柏超微饮片"
"6200","T430206533","漏芦超微饮片"
"6201","T430206542","天葵子超微饮片"
"6202","T430206553","白花蛇舌草超微配方颗粒"
"6203","T430206561","石膏超微饮片"
"6204","T430206565","山慈菇超微饮片"
"6205","T430206568","马勃超微饮片"
"6206","T430206576","炒决明子超微配方颗粒"
"6207","T430206579","赤芍超微配方颗粒"
"6208","T430206595","穿心莲超微配方颗粒"
"6209","T430206598","贯众超微配方颗粒"
"6210","T430206635","地黄超微配方颗粒"
"6211","T430206641","地骨皮超微配方颗粒"
"6212","T430206650","淡竹叶超微配方颗粒"
"6213","T430206654","白薇超微配方颗粒"
"6214","T430206661","败酱草超微配方颗粒"
"6215","T430206662","板蓝根超微配方颗粒"
"6216","T430206663","半边莲超微配方颗粒"
"6217","T430206664","半枝莲超微配方颗粒"
"6218","T430206665","白头翁超微配方颗粒"
"6219","T430206666","白鲜皮超微配方颗粒"
"6220","T430206714","栀子超微配方颗粒"
"6221","T430206719","知母超微配方颗粒"
"6222","T430206724","重楼超微配方颗粒"
"6223","T430206733","银柴胡超微配方颗粒"
"6224","T430206736","鱼腥草超微配方颗粒"
"6225","T430206738","土茯苓超微配方颗粒"
"6226","T430206743","野菊花超微配方颗粒"
"6227","T430206751","玄参超微配方颗粒"
"6228","T430206757","紫花地丁超微配方颗粒"
"6229","T430206765","夏枯草超微配方颗粒"
"6230","T430206768","牡丹皮超微配方颗粒"
"6231","T430206775","芦根超微配方颗粒"
"6232","T430206786","天花粉超微配方颗粒"
"6233","T430206796","山豆根超微配方颗粒"
"6234","T430206800","射干超微配方颗粒"
"6235","T430206813","青蒿超微配方颗粒"
"6236","T430206814","千里光超微配方颗粒"
"6237","T430206819","蒲公英超微配方颗粒"
"6238","T430206826","木蝴蝶超微配方颗粒"
"6239","T430206832","马齿苋超微配方颗粒"
"6240","T430206833","苦参超微配方颗粒"
"6241","T430206836","黄柏超微配方颗粒"
"6242","T430206837","连翘超微配方颗粒"
"6243","T430206846","黄芩超微配方颗粒"
"6244","T430206848","鸡骨草超微配方颗粒"
"6245","T430206850","决明子超微配方颗粒"
"6246","T430206853","忍冬藤超微配方颗粒"
"6247","T430206862","金银花超微配方颗粒"
"6248","T430206863","黄连超微配方颗粒"
"6249","T430207024","九节茶"
"6250","T430207382","砂炒灯心炭"
"6251","T430207391","南苦丁茶"
"6252","T430207397","金银花炭"
"6253","T430207398","砂炒黄芩"
"6254","T430207420","制青钱柳"
"6255","T430207431","山银花炭"
"6256","T430207434","湘小通草"
"6257","T430207450","盐肤根白皮"
"6258","T430207451","盐肤木"
"6259","T430301061","醋红大戟"
"6260","T430301638","醋大黄"
"6261","T430301867","醋棉大戟"
"6262","T430301959","棉大戟"
"6263","T430302001","清宁片"
"6264","T430302393","硝石"
"6265","T430306419","醋甘遂超微饮片"
"6266","T430306497","牵牛子超微饮片"
"6267","T430306525","芫花超微饮片"
"6268","T430306631","何首乌超微配方颗粒"
"6269","T430306644","大黄超微配方颗粒"
"6270","T430306740","亚麻子超微配方颗粒"
"6271","T430306759","紫苏子超微配方颗粒"
"6272","T430306864","火麻仁超微配方颗粒"
"6273","T430400944","宽筋藤"
"6274","T430400947","千斤拔"
"6275","T430400957","走马胎"
"6276","T430401035","缬草"
"6277","T430401171","松叶"
"6278","T430401172","雷公藤"
"6279","T430401247","胡颓子根"
"6280","T430401278","白茄根"
"6281","T430401391","昆明山海棠"
"6282","T430401441","羊耳菊"
"6283","T430401501","半枫荷"
"6284","T430401632","香椿子"
"6285","T430401749","飞龙掌血"
"6286","T430401822","黄瓜子"
"6287","T430401856","穿破石"
"6288","T430401896","酒桑枝"
"6289","T430401924","臭梧桐"
"6290","T430401960","透骨草"
"6291","T430402014","光皮木瓜"
"6292","T430402028","木防己"
"6293","T430402087","薜荔藤"
"6294","T430402122","白背叶根"
"6295","T430402144","大伸筋"
"6296","T430402158","汉桃叶"
"6297","T430402318","排草"
"6298","T430402581","臭牡丹"
"6299","T430402731","小伸筋"
"6300","T430402816","蕲蛇段"
"6301","T430403149","酒桑寄生"
"6302","T430403221","香叶"
"6303","T430403262","湘细辛"
"6304","T430403272","炒黄瓜子"
"6305","T430403313","两头尖"
"6306","T430403401","过江龙"
"6307","T430403466","猴骨"
"6308","T430403595","铁皮威灵仙"
"6309","T430404540","丢了棒"
"6310","T430404840","云威灵"
"6311","T430404975","龙牙楤木"
"6312","T430404980","大皮子药"
"6313","T430404985","地桃花"
"6314","T430404987","皮子药"
"6315","T430404988","楤木"
"6316","T430404992","蒸狗脊"
"6317","T430404993","枫荷桂"
"6318","T430405032","虎刺"
"6319","T430405043","青羊参"
"6320","T430405050","毛秀才"
"6321","T430405052","毛柱铁线莲"
"6322","T430405056","见风消"
"6323","T430405076","清香藤"
"6324","T430405077","买麻藤"
"6325","T430405079","灵仙藤"
"6326","T430405080","接骨木"
"6327","T430405081","黄杨木"
"6328","T430405083","勾儿茶"
"6329","T430405084","丢了棒"
"6330","T430405085","春根藤"
"6331","T430405087","秤钩风"
"6332","T430405090","四块瓦"
"6333","T430405091","松根"
"6334","T430405110","石南藤"
"6335","T430406072","砂炒猴骨"
"6336","T430406080","酒金钱白花蛇"
"6337","T430406101","酒威灵仙"
"6338","T430406403","臭梧桐超微饮片"
"6339","T430406407","地枫皮超微饮片"
"6340","T430406430","红土茯苓超微饮片"
"6341","T430406494","蕲蛇超微饮片"
"6342","T430406540","五加皮超微饮片"
"6343","T430406545","透骨草超微饮片"
"6344","T430406557","络石藤超微饮片"
"6345","T430406585","蚕沙超微配方颗粒"
"6346","T430406594","穿破石超微配方颗粒"
"6347","T430406606","海风藤超微配方颗粒"
"6348","T430406616","狗脊超微配方颗粒"
"6349","T430406623","独活超微配方颗粒"
"6350","T430406629","防己超微配方颗粒"
"6351","T430406739","寻骨风超微配方颗粒"
"6352","T430406748","秦艽超微配方颗粒"
"6353","T430406749","徐长卿超微配方颗粒"
"6354","T430406762","豨莶草超微配方颗粒"
"6355","T430406763","木瓜超微配方颗粒"
"6356","T430406776","路路通超微配方颗粒"
"6357","T430406777","鹿衔草超微配方颗粒"
"6358","T430406779","威灵仙超微配方颗粒"
"6359","T430406781","乌梢蛇超微配方颗粒"
"6360","T430406794","伸筋草超微配方颗粒"
"6361","T430406801","桑寄生超微配方颗粒"
"6362","T430406815","千年健超微配方颗粒"
"6363","T430407376","糙叶五加皮"
"6364","T430407384","扁枝槲寄生"
"6365","T430407392","湘制草乌"
"6366","T430407393","湘制川乌"
"6367","T430407427","湘两面针"
"6368","T430407436","酒制乌梢蛇"
"6369","T430407442","砂炒乌梢蛇"
"6370","T430407443","制雪上一枝蒿"
"6371","T430407452","蜜酒豨莶草"
"6372","T430407453","眼镜蛇"
"6373","T430407643","海桐皮"
"6374","T430502951","豆蔻仁"
"6375","T430502996","米泔制苍术"
"6376","T430503072","砂仁米"
"6377","T430504193","盐草果仁"
"6378","T430505104","姜草豆蔻"
"6379","T430506399","草果超微饮片"
"6380","T430506400","草豆蔻超微饮片"
"6381","T430506472","豆蔻超微饮片"
"6382","T430506587","苍术超微配方颗粒"
"6383","T430506599","广藿香超微配方颗粒"
"6384","T430506633","厚朴超微配方颗粒"
"6385","T430506808","砂仁超微配方颗粒"
"6386","T430506822","佩兰超微配方颗粒"
"6387","T430600949","五指毛桃"
"6388","T430600962","海金沙藤"
"6389","T430601139","炒薏苡仁"
"6390","T430601222","葫芦瓢"
"6391","T430601241","椒目"
"6392","T430601350","桃胶"
"6393","T430601644","蟋蟀"
"6394","T430601803","肾茶"
"6395","T430601826","麸炒泽泻"
"6396","T430601837","鱼脑石"
"6397","T430601877","赶黄草"
"6398","T430601956","生姜皮"
"6399","T430601980","醋石燕"
"6400","T430602059","南方红豆杉"
"6401","T430602950","阴行草"
"6402","T430603365","头花蓼"
"6403","T430604986","乌桕皮"
"6404","T430605030","炒丝瓜子"
"6405","T430605057","煅石燕"
"6406","T430605064","丝瓜子"
"6407","T430605068","炒冬葵果"
"6408","T430605069","盐冬葵果"
"6409","T430606076","炒蟋蟀"
"6410","T430606408","灯心草超微饮片"
"6411","T430606415","垂盆草超微饮片"
"6412","T430606424","赤小豆超微饮片"
"6413","T430606445","滑石超微饮片"
"6414","T430606451","冬瓜皮超微饮片"
"6415","T430606509","枳椇子超微饮片"
"6416","T430606534","小通草超微饮片"
"6417","T430606578","车前草超微配方颗粒"
"6418","T430606600","广金钱草超微配方颗粒"
"6419","T430606607","海金沙超微配方颗粒"
"6420","T430606620","茯苓超微配方颗粒"
"6421","T430606634","虎杖超微配方颗粒"
"6422","T430606639","地耳草(田基黄)超微配方颗粒"
"6423","T430606640","地肤子超微配方颗粒"
"6424","T430606642","大腹皮超微配方颗粒"
"6425","T430606658","萹蓄超微配方颗粒"
"6426","T430606718","泽泻超微配方颗粒"
"6427","T430606725","玉米须超微配方颗粒"
"6428","T430606730","薏苡仁超微配方颗粒"
"6429","T430606731","茵陈超微配方颗粒"
"6430","T430606742","盐车前子超微配方颗粒"
"6431","T430606755","猪苓超微配方颗粒"
"6432","T430606774","绵萆薢超微配方颗粒"
"6433","T430606789","通草超微配方颗粒"
"6434","T430606791","石韦超微配方颗粒"
"6435","T430606809","桑白皮超微配方颗粒"
"6436","T430606852","瞿麦超微配方颗粒"
"6437","T430606861","金钱草超微配方颗粒"
"6438","T430607435","桑根皮"
"6439","T430607449","蜜桑根皮"
"6440","T430607688","制商陆果"
"6441","T430701003","草果"
"6442","T430701059","醋艾叶"
"6443","T430701252","肉桂子"
"6444","T430701371","樟树子"
"6445","T430701656","艾绒"
"6446","T430702019","桂皮"
"6447","T430702584","胡椒粉"
"6448","T430702618","白附片"
"6449","T430702778","黑顺片"
"6450","T430703173","炒小茴香"
"6451","T430703322","生附子"
"6452","T430705054","山姜"
"6453","T430705066","盐樟树子"
"6454","T430705067","湘砂仁"
"6455","T430706391","荜茇超微饮片"
"6456","T430706405","丁香超微饮片"
"6457","T430706444","花椒超微饮片"
"6458","T430706465","高良姜超微饮片"
"6459","T430706468","附子超微饮片"
"6460","T430706532","小茴香超微饮片"
"6461","T430706537","吴茱萸超微饮片"
"6462","T430706612","干姜超微配方颗粒"
"6463","T430706653","荜澄茄超微配方颗粒"
"6464","T430707403","花椒炭"
"6465","T430707457","砂炒吴茱萸"
"6466","T430800950","黑老虎根"
"6467","T430801093","盐荔枝核"
"6468","T430801276","白豆蔻花"
"6469","T430801337","橘叶"
"6470","T430801585","茉莉花"
"6471","T430801619","人参须"
"6472","T430801631","香附炭"
"6473","T430801639","酒香附"
"6474","T430801821","黄荆子"
"6475","T430801828","麸炒乌药"
"6476","T430801996","炒南山楂"
"6477","T430802060","南山楂"
"6478","T430802685","水獭肝"
"6479","T430802737","四制香附"
"6480","T430802851","炒苦楝子"
"6481","T430803298","海星"
"6482","T430803517","红木香"
"6483","T430804215","南山楂炭"
"6484","T430804995","紫苏花"
"6485","T430806100","酒乌药"
"6486","T430806109","野鸦椿"
"6487","T430806360","醋乌药"
"6488","T430806409","刀豆超微饮片"
"6489","T430806417","代代花超微饮片"
"6490","T430806425","沉香超微饮片"
"6491","T430806433","降香超微饮片"
"6492","T430806437","九香虫超微饮片"
"6493","T430806439","橘核超微饮片"
"6494","T430806440","橘红超微饮片"
"6495","T430806442","荔枝核超微饮片"
"6496","T430806464","甘松超微饮片"
"6497","T430806504","木香超微饮片"
"6498","T430806516","紫苏梗超微饮片"
"6499","T430806554","柿蒂超微饮片"
"6500","T430806589","陈皮超微配方颗粒"
"6501","T430806590","川楝子超微配方颗粒"
"6502","T430806619","佛手超微配方颗粒"
"6503","T430806715","枳壳超微配方颗粒"
"6504","T430806720","枳实超微配方颗粒"
"6505","T430806728","预知子超微饮片"
"6506","T430806745","香附超微配方颗粒"
"6507","T430806747","薤白超微配方颗粒"
"6508","T430806760","乌药超微配方颗粒"
"6509","T430806807","桑枝超微配方颗粒"
"6510","T430806845","化橘红超微配方颗粒"
"6511","T430806851","青皮超微配方颗粒"
"6512","T430807147","艾条"
"6513","T430807378","炒白术"
"6514","T430807433","野木瓜果"
"6515","T430900976","麸炒青皮"
"6516","T430901153","炒五谷虫"
"6517","T430901228","荞麦"
"6518","T430901488","萝卜蔸"
"6519","T430901580","蚕蛹"
"6520","T430901663","焦建曲"
"6521","T430901674","炒建曲"
"6522","T430901676","炒六神曲"
"6523","T430902042","山楂炭"
"6524","T430902592","糯米藤根"
"6525","T430902869","山木通"
"6526","T430902925","红曲"
"6527","T430903046","枳实炭"
"6528","T430903295","炒梧桐子"
"6529","T430906068","湘曲"
"6530","T430906414","炒麦芽超微饮片"
"6531","T430906422","炒山楂超微饮片"
"6532","T430906434","焦山楂超微饮片"
"6533","T430906467","谷芽超微饮片"
"6534","T430906484","神曲超微饮片"
"6535","T430906577","炒莱菔子超微配方颗粒"
"6536","T430906770","麦芽超微配方颗粒"
"6537","T430906788","莱菔子超微配方颗粒"
"6538","T430906798","山楂超微配方颗粒"
"6539","T430906857","鸡内金超微配方颗粒"
"6540","T430907388","力曲"
"6541","T430907439","小麦芽"
"6542","T430907440","炒小麦芽"
"6543","T430907441","焦小麦芽"
"6544","T431006564","使君子超微饮片"
"6545","T431006569","绵马贯众超微饮片"
"6546","T431006659","槟榔超微配方颗粒"
"6547","T431006792","使君子仁超微配方颗粒"
"6548","T431100955","铁包金"
"6549","T431101058","铁苋菜"
"6550","T431101078","莲花"
"6551","T431101123","熟地黄炭"
"6552","T431101262","刘寄奴"
"6553","T431101263","红药子"
"6554","T431101293","枫香脂"
"6555","T431101425","象皮"
"6556","T431101530","凤眼草"
"6557","T431101548","仙桃草"
"6558","T431101654","莲房"
"6559","T431101657","艾叶炭"
"6560","T431101673","炒槐米"
"6561","T431101684","槐米炭"
"6562","T431101779","马兰草"
"6563","T431102082","三七"
"6564","T431102489","铁树叶"
"6565","T431102680","虫白蜡"
"6566","T431102800","鲜地黄"
"6567","T431102848","麸炒海螵蛸"
"6568","T431102905","酒艾叶"
"6569","T431103264","鸡蛋壳"
"6570","T431104532","羊开口"
"6571","T431104537","大红袍"
"6572","T431104994","地笋"
"6573","T431105049","菊三七"
"6574","T431105917","牛角䚡"
"6575","T431106078","炒牛角䚡"
"6576","T431106104","紫珠"
"6577","T431106406","地榆超微饮片"
"6578","T431106435","焦栀子超微饮片"
"6579","T431106487","三七超微饮片"
"6580","T431106507","藕节炭超微饮片"
"6581","T431106547","艾叶超微配方颗粒"
"6582","T431106588","侧柏叶超微配方颗粒"
"6583","T431106628","白及超微配方颗粒"
"6584","T431106637","地榆炭超微配方颗粒"
"6585","T431106643","白茅根超微配方颗粒"
"6586","T431106645","大蓟超微配方颗粒"
"6587","T431106746","小蓟超微配方颗粒"
