序号,代码,名称
"8473","T501801637","醋炙罂粟壳"
"8474","T501801659","盐覆盆子"
"8475","T501801849","酒五味子"
"8476","T501801949","盐炙桑螵蛸"
"8477","T501801973","煨诃子"
"8478","T501802451","煅醋禹余粮"
"8479","T501802492","酒炙桑螵蛸"
"8480","T501802653","炒金樱子肉"
"8481","T501802713","岩白菜"
"8482","T501802790","醋西五味子"
"8483","T501802794","酒西五味子"
"8484","T501802798","软覆盆子"
"8485","T501802805","西五味子"
"8486","T501802808","蜜炙罂粟売"
"8487","T501802809","蜜炙红芪"
"8488","T501802824","盐炙软覆盆子"
"8489","T501802831","煅醋赤石脂"
"8490","T501802853","炒五倍子"
"8491","T501806007","白莲米"
"8492","T501807042","烫刺猬皮"
"8493","T501807093","醋乌梅"
"8494","T501901063","酒炙常山"
"8495","T501901072","藜芦"
"8496","T501902864","披麻草"
"8497","T502001667","炒蜂房"
"8498","T502002632","煅蜂房"
"8499","T502101158","紫硇砂"
"8500","T502101520","制松香"
"8501","T502101658","米炒红娘子"
"8502","T502101689","干蟾"
"8503","T502101985","烫干蟾"
"8504","T502102640","焦木鳖仁"
"8505","T509901495","吕宋果"
"8506","T509902784","颠茄草"
"8507","T510100933","川香薷"
"8508","T510101180","蝉花"
"8509","T510101194","蓼子草"
"8510","T510101402","灵香草"
"8511","T510101588","苍耳草"
"8512","T510101663","焦建曲"
"8513","T510101870","蜜升麻"
"8514","T510101974","煨粉葛"
"8515","T510101989","煨葛根"
"8516","T510102470","蜜柴胡"
"8517","T510102474","麻黄绒"
"8518","T510102475","醋竹叶柴胡"
"8519","T510102476","蜜麻黄绒"
"8520","T510102477","蜜竹叶柴胡"
"8521","T510102488","长前胡"
"8522","T510102594","粉葛粉"
"8523","T510102597","筠姜"
"8524","T510102599","竹叶柴胡"
"8525","T510102627","煨生姜"
"8526","T510102649","炒黄荆子"
"8527","T510102655","炒辛夷"
"8528","T510102744","南坪细辛"
"8529","T510102782","马蓝大青叶"
"8530","T510102783","风寒草"
"8531","T510102802","谷精珠"
"8532","T510102866","川防风"
"8533","T510102872","官桂"
"8534","T510102884","六月寒"
"8535","T510103435","二色锦鸡儿"
"8536","T510103436","午时茶"
"8537","T510103437","苕叶细辛"
"8538","T510103858","野巴子"
"8539","T510103859","蜜麻黄草"
"8540","T510103867","皮寒药"
"8541","T510103869","蜜麻黄草绒"
"8542","T510103870","麻黄草绒"
"8543","T510103871","麻黄草"
"8544","T510103881","焦建曲(川)"
"8545","T510103884","炒建曲(川)"
"8546","T510106206","灯盏细辛"
"8547","T510200283","干鱼腥草"
"8548","T510200931","白花蛇舌草"
"8549","T510201044","紫草茸"
"8550","T510201056","马槟榔"
"8551","T510201090","石蟹"
"8552","T510201162","硼砂"
"8553","T510201196","贯众"
"8554","T510201197","贯众炭"
"8555","T510201223","葎草"
"8556","T510201229","荔枝草"
"8557","T510201236","苦石莲"
"8558","T510201268","黄葵子"
"8559","T510201385","木芙蓉花"
"8560","T510201387","木槿皮"
"8561","T510201538","关木通"
"8562","T510201566","马尾连"
"8563","T510201569","青钱柳"
"8564","T510201576","连翘叶"
"8565","T510201665","炒青葙子"
"8566","T510201877","赶黄草"
"8567","T510201909","蛇含"
"8568","T510201952","百蕊草"
"8569","T510201979","煅硼砂"
"8570","T510202043","酒黄柏"
"8571","T510202230","小槐花"
"8572","T510202447","水灯心"
"8573","T510202499","龙胆草"
"8574","T510202500","黄连"
"8575","T510202501","黄蜀葵花粉"
"8576","T510202509","雪胆"
"8577","T510202515","苦丁茶"
"8578","T510202549","角麻"
"8579","T510202575","草红藤"
"8580","T510202578","芦竹根"
"8581","T510202583","胡黄连段"
"8582","T510202620","白土苓"
"8583","T510202659","炒知母"
"8584","T510202662","炒牡丹皮"
"8585","T510202664","炒槐角"
"8586","T510202670","炒山枝仁"
"8587","T510202701","朱砂七"
"8588","T510202715","山枝仁"
"8589","T510202732","地丁草"
"8590","T510202764","余甘子(冻干片)"
"8591","T510202773","一支箭"
"8592","T510202796","酒川黄芩"
"8593","T510202801","软滑石"
"8594","T510202803","西瓜子"
"8595","T510202804","西昌丹皮"
"8596","T510202819","茂丹皮"
"8597","T510202846","炒西昌丹皮"
"8598","T510202850","炒茂丹皮"
"8599","T510202859","朱砂莲"
"8600","T510202865","川黄芩"
"8601","T510202868","川赤芍"
"8602","T510203099","煅石蟹"
"8603","T510203190","广防己"
"8604","T510203425","山生柳"
"8605","T510203426","桃叶珊瑚"
"8606","T510203427","蓝花龙胆"
"8607","T510203428","亚大黄"
"8608","T510203429","叉分蓼"
"8609","T510203430","忍冬果"
"8610","T510203433","鱼胆草"
"8611","T510203450","川银花"
"8612","T510203454","藏麻黄"
"8613","T510203455","缬草"
"8614","T510203459","黑籽重楼"
"8615","T510203460","雪茶"
"8616","T510203461","高原唐松草"
"8617","T510203462","狭叶红景天"
"8618","T510203463","草原老鹳草"
"8619","T510203464","波棱瓜花"
"8620","T510203472","青杠果"
"8621","T510203474","红花绿绒蒿"
"8622","T510203477","川甘蒲公英"
"8623","T510203649","重冠紫菀"
"8624","T510203650","球药隔重楼"
"8625","T510203854","长松萝"
"8626","T510203856","夏枯全草"
"8627","T510203860","绣球小通草"
"8628","T510203872","紫薇皮"
"8629","T510203873","多舌飞蓬"
"8630","T510203874","粉绿竹"
"8631","T510203875","川西马勃"
"8632","T510203876","红毛走马胎"
"8633","T510207210","醋龙葵果"
"8634","T510207238","酒蒸黄连"
"8635","T510207336","云芝"
"8636","T510207599","黄连片(雅连)"
"8637","T510207600","酒黄连(雅连)"
"8638","T510207601","姜黄连(雅连)"
"8639","T510207602","萸黄连(雅连)"
"8640","T510301061","醋红大戟"
"8641","T510301511","萝卜硝"
"8642","T510302857","李仁"
"8643","T510400715","丝瓜络"
"8644","T510400947","钻地风"
"8645","T510401171","松叶"
"8646","T510401381","松萝"
"8647","T510401520","制松香"
"8648","T510401612","红毛五加皮"
"8649","T510401707","驴血"
"8650","T510401896","酒桑枝"
"8651","T510401932","红毛七"
"8652","T510402038","川桐皮"
"8653","T510402095","舒筋草"
"8654","T510402112","石南藤"
"8655","T510402507","香巴戟"
"8656","T510402581","臭牡丹"
"8657","T510402582","脆蛇"
"8658","T510402604","石凤丹"
"8659","T510402610","盐狗脊"
"8660","T510402624","牛尾独活"
"8661","T510402675","灵仙藤"
"8662","T510402705","扁枝槲寄生"
"8663","T510402720","寄生"
"8664","T510402731","垂穗伸筋草"
"8665","T510402856","松节"
"8666","T510402867","川防己"
"8667","T510402887","九眼独活"
"8668","T510403167","烫猴骨"
"8669","T510403466","猴骨"
"8670","T510403565","火把花根"
"8671","T510403647","夏天无粉"
"8672","T510403868","尼泊尔老鹳草"
"8673","T510500991","豆蔻粉"
"8674","T510501568","排草"
"8675","T510501826","麸炒泽泻"
"8676","T510501929","罗勒"
"8677","T510502602","砂仁粉"
"8678","T510502877","大叶木兰"
"8679","T510600962","海金沙藤"
"8680","T510601073","萱草根"
"8681","T510601079","茯神木"
"8682","T510601139","炒薏苡仁"
"8683","T510601302","煅鱼脑石"
"8684","T510601488","莱菔头"
"8685","T510601803","肾茶"
"8686","T510601807","茨七"
"8687","T510601837","鱼脑石"
"8688","T510602565","薏苡仁粉"
"8689","T510602572","萆薢"
"8690","T510602576","茯苓粉"
"8691","T510602593","粗齿川木通"
"8692","T510602596","米炒蝼蛄"
"8693","T510602667","炒椒目"
"8694","T510602774","龙胆地丁"
"8695","T510603434","小萹蓄"
"8696","T510603445","淮通"
"8697","T510701010","肉桂粉"
"8698","T510701096","盐吴茱萸"
"8699","T510702440","丁香粉"
"8700","T510702493","黄附片"
"8701","T510702494","黄连炙吴茱萸"
"8702","T510702495","香通"
"8703","T510702496","醋吴茱萸"
"8704","T510702568","蒸附片"
"8705","T510702579","芦子"
"8706","T510702584","胡椒粉"
"8707","T510702598","竹叶花椒(藤椒)"
"8708","T510702625","熟附片"
"8709","T510702646","炮天雄"
"8710","T510702652","炒附片"
"8711","T510702672","炒吴茱萸"
"8712","T510702742","卦附片"
"8713","T510702757","刨附片"
"8714","T510702854","澄茄子"
"8715","T510703481","煨越西木香"
"8716","T510703482","越西木香"
"8717","T510703484","康定乌头"
"8718","T510706222","生附片"
"8719","T510800976","麸炒青皮"
"8720","T510801639","酒香附"
"8721","T510801821","黄荆子"
"8722","T510802443","麸煨木香"
"8723","T510802502","麸炒陈皮"
"8724","T510802503","麸炒川木香"
"8725","T510802552","蜜金沸草"
"8726","T510802567","蒸陈皮"
"8727","T510802570","蒸佛手"
"8728","T510802606","盐香附"
"8729","T510802678","法落海"
"8730","T510802685","水獭肝"
"8731","T510802721","姜香附"
"8732","T510802737","四制香附"
"8733","T510802740","台乌"
"8734","T510802763","佛手(丝)"
"8735","T510802874","姜大叶木兰"
"8736","T510803431","西藏棱子芹"
"8737","T510803453","柴首"
"8738","T510901442","山楂粉"
"8739","T510901541","焦六神曲"
"8740","T510901625","红曲"
"8741","T510901627","六神曲"
"8742","T510901674","炒建曲"
"8743","T510901676","炒六神曲(川)"
"8744","T510901996","炒南山楂"
"8745","T510902060","南山楂"
"8746","T510902486","隔山撬"
"8747","T510902592","糯米藤根"
"8748","T510902642","焦南山楂"
"8749","T510902769","五谷虫粉"
"8750","T510902781","鸭内金"
"8751","T510902785","醋鸭内金"
"8752","T510902815","藏菖蒲"
"8753","T510902844","炒鸭内金"
"8754","T510902881","刺梨果"
"8755","T510903279","麸炒六神曲"
"8756","T510903438","俄色叶"
"8757","T510903473","沙棘叶"
"8758","T510903859","五谷虫"
"8759","T510903863","焦山楂果"
"8760","T510903864","炒山楂果"
"8761","T510903877","鸡内金粉"
"8762","T510903882","炒六神曲"
"8763","T510903883","建曲(川)"
"8764","T510903884","焦六神曲(川)"
"8765","T510903885","麸炒六神曲(川)"
"8766","T510907597","救兵粮"
"8767","T510907598","密生波罗花"
"8768","T510907652","面根藤"
"8769","T511001082","芜荑"
"8770","T511001499","南瓜子"
"8771","T511002485","雷丸粉"
"8772","T511002673","炒南鹤虱"
"8773","T511100945","地黄炭"
"8774","T511101059","醋艾叶"
"8775","T511101111","白及粉"
"8776","T511101263","薯莨"
"8777","T511101293","枫香脂"
"8778","T511101310","煅云母石"
"8779","T511101552","云母石"
"8780","T511101631","香附炭"
"8781","T511101654","莲房"
"8782","T511101656","艾叶绒"
"8783","T511101657","艾叶炭"
"8784","T511101683","槐角炭"
"8785","T511101779","马兰草"
"8786","T511101832","鹿血"
"8787","T511102076","元宝草"
"8788","T511102082","三七"
"8789","T511102490","醋鸡冠花"
"8790","T511102491","醋蒲黄"
"8791","T511102619","白贝齿"
"8792","T511102680","虫白蜡"
"8793","T511102728","大叶茜草炭"
"8794","T511102729","大叶茜草"
"8795","T511102738","四制艾叶"
"8796","T511102771","三七(冻干)粉"
"8797","T511102772","三七(冻干)"
"8798","T511103458","锡金岩黄芪"
"8799","T511103470","唐古特黄芪"
"8800","T511103475","白亮独活"
"8801","T511103476","毛果婆婆纳"
"8802","T511103478","小檗花"
"8803","T511103648","熟三七粉"
"8804","T511103834","黄花白及"
"8805","T511103855","苎麻"
"8806","T511103861","熟三七(片)"
"8807","T511103862","熟三七"
"8808","T511103878","见血清"
"8809","T511103880","黄花白及粉"
"8810","T511106273","三七片"
"8811","T511200948","两面针"
"8812","T511201081","生芸苔子"
"8813","T511201086","红娘子"
"8814","T511201087","紫荆皮"
"8815","T511201158","紫硇砂"
"8816","T511201320","炒土鳖虫"
"8817","T511201435","烫刺猬皮"
"8818","T511201556","丹参粉"
"8819","T511201636","醋郁金"
"8820","T511201641","酒川芎"
"8821","T511201649","蛴螬"
"8822","T511201658","米炒红娘子"
"8823","T511201672","炒水红花子"
"8824","T511201678","炒乳香"
"8825","T511201918","草血竭"
"8826","T511201948","盐牛膝"
"8827","T511202014","光皮木瓜"
"8828","T511202057","喜树果"
"8829","T511202311","黑三棱"
"8830","T511202480","米炒虻虫"
"8831","T511202504","麸炒三棱"
"8832","T511202538","醋山甲粉"
"8833","T511202541","酒郁金"
"8834","T511202542","酒蜣螂"
"8835","T511202544","酒水蛭"
"8836","T511202545","酒制益母草"
"8837","T511202546","酒刘寄奴"
"8838","T511202547","酒三棱"
"8839","T511202587","美洲大蠊"
"8840","T511202623","独一味根"
"8841","T511202645","炮山甲粉"
"8842","T511202654","炒郁金"
"8843","T511202669","炒急性子"
"8844","T511202739","四制益母草"
"8845","T511202747","刺猬皮块"
"8846","T511202758","刘寄奴"
"8847","T511202777","麸蛴螬"
"8848","T511202786","醋黑三棱"
"8849","T511202817","蔷薇花"
"8850","T511202822","紫草皮"
"8851","T511203118","延胡索粉"
"8852","T511203439","硬紫草"
"8853","T511203440","炒芸苔子"
"8854","T511203443","塞北紫堇"
"8855","T511203444","山鸡血藤"
"8856","T511203446","炒光核桃仁"
"8857","T511203447","燀光核桃仁"
"8858","T511203467","光核桃仁"
"8859","T511203645","米炒水蛭"
"8860","T511203651","美花筋骨草"
"8861","T511203879","九节龙"
"8862","T511207596","偏头七"
"8863","T511300399","姜竹茹"
"8864","T511300906","竹茹"
"8865","T511301283","白石英"
"8866","T511301321","炒冬瓜子"
"8867","T511301379","枣槟榔"
"8868","T511301413","川贝母粉"
"8869","T511301604","柠檬"
"8870","T511301605","枇杷花"
"8871","T511301637","醋罂粟壳"
"8872","T511301864","煅白石英"
"8873","T511301903","蜜瓜蒌皮"
"8874","T511301923","苦杏仁霜"
"8875","T511301970","牡荆叶"
"8876","T511302011","水半夏"
"8877","T511302034","接骨木"
"8878","T511302445","麸炒半夏曲"
"8879","T511302467","蜜紫苏子"
"8880","T511302512","蜜瓜蒌子"
"8881","T511302522","炒半夏曲"
"8882","T511302525","制水半夏"
"8883","T511302555","蜜崖桑皮"
"8884","T511302586","胆星"
"8885","T511302615","百部段"
"8886","T511302616","百药煎"
"8887","T511302676","湖北贝母粉"
"8888","T511302684","甜杏仁"
"8889","T511302693","伊贝母"
"8890","T511302700","柠檬(冻干)"
"8891","T511302707","开郁曲"
"8892","T511302708","平贝母粉"
"8893","T511302710","川紫菀"
"8894","T511302711","崖桑皮"
"8895","T511302719","蜜川紫菀"
"8896","T511302743","南星"
"8897","T511302745","半夏曲(川)"
"8898","T511302755","制川贝母粉"
"8899","T511302756","制川贝母"
"8900","T511302768","京半夏"
"8901","T511302795","酒蜀漆"
"8902","T511302813","蜀漆"
"8903","T511302855","毛前胡"
"8904","T511302882","燀甜杏仁"
"8905","T511302885","光前胡"
"8906","T511302886","人工天竺黄"
"8907","T511302919","通关藤"
"8908","T511303448","大沙棘"
"8909","T511303449","小沙棘"
"8910","T511303451","水朝阳旋覆花"
"8911","T511303452","蜜水朝阳旋覆花"
"8912","T511303471","岩生忍冬果"
"8913","T511303646","浙贝母粉"
"8914","T511303857","碎米柴"
"8915","T511305495","凉山杜鹃"
"8916","T511305998","俄色果片"
"8917","T511306010","法半夏"
"8918","T511307236","半夏曲"
"8919","T511307687","半夏竹沥曲"
"8920","T511401154","灵芝粉"
"8921","T511401300","煅龙骨"
"8922","T511401303","针砂"
"8923","T511401655","茯神"
"8924","T511401851","蜜远志"
"8925","T511401861","雪莲花"
"8926","T511402079","乌灵参"
"8927","T511402282","龙须藤"
"8928","T511402668","炒柏子仁"
"8929","T511402674","灵芝孢子(破壁)"
"8930","T511402818","菊参"
"8931","T511402870","山合欢皮"
"8932","T511403479","辰砂"
"8933","T511403480","荞麦花粉"
"8934","T511501621","三七花"
"8935","T511501848","酒地龙"
"8936","T511502626","熊胆汁"
"8937","T511502725","姜僵蚕"
"8938","T511502726","天麻粉"
"8939","T511502727","天麻(冻干)"
"8940","T511503140","青木香"
"8941","T511503483","艾鼬肉"
"8942","T511503865","赛谷精草"
"8943","T511503866","蕲蛇粉"
"8944","T511504872","熊胆粉"
"8945","T511507581","蜈蚣"
"8946","T511602479","麸炒石菖蒲"
"8947","T511602661","炒猪牙皂"
"8948","T511700980","鹅管石"
"8949","T511701011","黄芪粉"
"8950","T511701064","酒仙茅"
"8951","T511701115","甘草粉"
"8952","T511701143","炒胡芦巴"
"8953","T511701260","绞股蓝"
"8954","T511701395","手参"
"8955","T511701428","狗肾"
"8956","T511701434","滑石粉烫狗肾"
"8957","T511701439","海狗肾"
"8958","T511701505","制黄精"
"8959","T511701592","红参须"
"8960","T511701619","人参须"
"8961","T511701634","银耳"
"8962","T511701831","鹿骨"
"8963","T511701862","阳雀花根皮"
"8964","T511701884","夜关门"
"8965","T511702030","木耳"
"8966","T511702039","川明参"
"8967","T511702505","鹿角粉"
"8968","T511702506","鹿茸(冻干)"
"8969","T511702539","酒骨碎补"
"8970","T511702540","酒锁阳"
"8971","T511702550","西洋参粉"
"8972","T511702554","蜜炙川黄芪"
"8973","T511702556","蜜南沙参"
"8974","T511702562","蛤蚧粉"
"8975","T511702566","蕨麻"
"8976","T511702569","蒸党参"
"8977","T511702589","续断"
"8978","T511702591","红参粉"
"8979","T511702603","砂仁制地黄"
"8980","T511702605","盐骨碎补"
"8981","T511702607","盐锁阳"
"8982","T511702611","盐大菟丝子"
"8983","T511702617","百合粉"
"8984","T511702628","煅鹅管石"
"8985","T511702634","煅玄精石"
"8986","T511702648","炒黑豆"
"8987","T511702665","炒楮实子"
"8988","T511702671","炒大菟丝子"
"8989","T511702706","当归头"
"8990","T511702709","川黄芪"
"8991","T511702712","峨参"
"8992","T511702717","小玉竹"
"8993","T511702718","小天冬"
"8994","T511702735","土炒山药"
"8995","T511702736","土炒党参"
"8996","T511702741","叠鞘石斛粉"
"8997","T511702748","鹿肾"
"8998","T511702760","党参段"
"8999","T511702761","兔耳风"
"9000","T511702766","人参粉"
"9001","T511702780","鹿骨胶"
"9002","T511702835","烫鹿骨"
"9003","T511702836","驴肾"
"9004","T511702863","明七"
"9005","T511702875","大菟丝子"
"9006","T511702876","大肺筋草"
"9007","T511702878","响铃草"
"9008","T511702879","哈士蟆"
"9009","T511703432","迭鞘石斛"
"9010","T511703441","炙米百合"
"9011","T511703442","米百合"
"9012","T511703456","蔓菁膏"
"9013","T511703457","蔓菁"
"9014","T511703465","凉山虫草"
"9015","T511703468","蜂蜜干膏"
"9016","T511703469","参叶"
"9017","T511703796","油菜花粉"
"9018","T511703886","炒野黑豆"
"9019","T511705494","九制黄精"
"9020","T511707237","酒蜜五味子"
"9021","T511707575","西南手参"
"9022","T511801206","没食子"
"9023","T511801659","盐覆盆子"
"9024","T511801849","酒五味子"
"9025","T511801949","盐桑螵蛸"
"9026","T511801973","煨诃子"
"9027","T511802128","番石榴叶"
"9028","T511802492","酒桑螵蛸"
"9029","T511802551","蜜麻黄根"
"9030","T511802559","蜜五味子"
"9031","T511802580","芡实粉"
"9032","T511802608","盐金樱子肉"
"9033","T511802609","盐软覆盆子"
"9034","T511802653","炒金樱子肉"
"9035","T511802660","炒番石榴叶"
"9036","T511802666","炒椿皮"
"9037","T511802713","岩白菜"
"9038","T511802790","醋西五味子"
"9039","T511802794","酒西五味子"
"9040","T511802798","软覆盆子"
"9041","T511802805","西五味子"
"9042","T511803485","马蹄黄"
"9043","T511803486","大车前草"
"9044","T511807337","蜜炖黄精"
"9045","T511901063","酒常山"
"9046","T511901072","藜芦"
"9047","T511902633","净胆矾"
"9048","T511902789","相思子"
"9049","T512001070","制藤黄"
"9050","T512001176","铅粉"
"9051","T512001457","密陀僧"
"9052","T512001476","大风子"
"9053","T512001495","吕宋果"
"9054","T512001651","藤黄"
"9055","T512001667","炒蜂房"
"9056","T512001691","大风子霜"
"9057","T512001867","醋瑞香狼毒"
"9058","T512001959","瑞香狼毒"
"9059","T512002413","制瑞香狼毒"
"9060","T512002471","露蜂房"
"9061","T512002629","煅露蜂房"
"9062","T512002632","煅蜂房"
"9063","T512002651","炒露蜂房"
"9064","T512003487","制天生磺"
"9065","T512003488","天生磺"
"9066","T512003489","银朱"
"9067","T512003490","山莨菪"
"9068","T512101689","干蟾"
"9069","T512101985","烫干蟾"
"9070","T512102363","猪血"
"9071","T512102472","蛋黄油"
"9072","T512102633","煅胆矾"
"9073","T512102640","焦木鳖仁"
"9074","T519902784","颠茄草"
"9075","T519903491","葛藤花"
"9076","T520102599","竹叶柴胡"
"9077","T520103333","九头狮子草"
"9078","T520103487","粉葛饮片(破壁)"
"9079","T520103499","菊花饮片(破壁)"
"9080","T520103516","葛根饮片(破壁)"
"9081","T520104194","麸炒柴胡"
"9082","T520104197","山麻黄"
"9083","T520200931","白花蛇舌草"
"9084","T520200935","火炭母"
"9085","T520200938","望江南子"
"9086","T520200943","岗梅根"
"9087","T520200956","透骨香(滇白珠)"
"9088","T520201058","铁苋菜"
"9089","T520201162","硼砂"
"9090","T520201188","酢浆草"
"9091","T520201210","蛇莓"
"9092","T520201217","薏苡根"
"9093","T520201227","荠菜"
"9094","T520201237","苦瓜干"
"9095","T520201258","绿豆衣(绿豆皮)"
"9096","T520201260","绞股蓝"
"9097","T520201334","水杨梅根"
"9098","T520201554","乌蔹莓"
"9099","T520201563","鬼针草"
"9100","T520201566","马尾连"
"9101","T520201569","青钱柳"
"9102","T520201618","鼠曲草"
"9103","T520201685","柿霜"
"9104","T520201686","木槿花"
"9105","T520201918","草血竭(拳参)"
"9106","T520201972","爵床"
"9107","T520201979","煅硼砂"
"9108","T520202057","喜树果"
"9109","T520202161","水三七"
"9110","T520202210","岩黄连"
"9111","T520202261","博落回"
"9112","T520202515","苦丁茶(南苦丁茶)"
"9113","T520202620","白土茯苓"
"9114","T520202715","山枝仁"
"9115","T520202773","一支箭"
"9116","T520202859","九月生(朱砂莲)"
"9117","T520203287","葎草花"
"9118","T520203360","山乌龟"
"9119","T520203361","苦参草"
"9120","T520203363","肺心草"
"9121","T520203364","地瓜藤"
"9122","T520203365","头花蓼(四季红)"
"9123","T520203366","构树叶"
"9124","T520203369","香椿"
"9125","T520203371","贯叶连翘"
"9126","T520203375","见血青"
"9127","T520203376","抓地虎"
"9128","T520203377","刺三加"
"9129","T520203380","吉龙草(木姜花)"
"9130","T520203382","地蜂子"
"9131","T520203383","漆姑草"
"9132","T520203393","朝天罐根"
"9133","T520203395","猕猴桃藤"
"9134","T520203406","土大黄"
"9135","T520203411","松笔头"
"9136","T520203412","白刺花"
"9137","T520203415","蓖麻叶"
"9138","T520203423","雪胆(苦金盆)"
"9139","T520203484","罗汉果饮片(破壁)"
"9140","T520203493","鱼腥草饮片(破壁)"
"9141","T520203495","野菊花饮片(破壁)"
"9142","T520203498","山银花饮片(破壁)"
"9143","T520203500","金银花饮片(破壁)"
"9144","T520203503","马齿苋饮片(破壁)"
"9145","T520203850","毛子草"
"9146","T520203852","酒炒升麻"
"9147","T520204200","茼麻子"
"9148","T520205286","蒲公英饮片(破壁)"
"9149","T520205288","板蓝根饮片(破壁)"
"9150","T520205292","决明子饮片(破壁)"
"9151","T520205293","黄芩饮片(破壁)"
"9152","T520400947","千斤拔"
"9153","T520401531","凤仙花"
"9154","T520401591","七叶莲"
"9155","T520401682","樟木"
"9156","T520401821","黄荆子"
"9157","T520401856","穿破石"
"9158","T520401892","红禾麻"
"9159","T520402016","楤木"
"9160","T520402028","大风藤"
"9161","T520402034","接骨木"
"9162","T520402158","汉桃叶"
"9163","T520402208","三角风"
"9164","T520402266","半枫荷"
"9165","T520402282","九龙藤"
"9166","T520402356","石楠藤"
"9167","T520402581","臭牡丹"
"9168","T520402699","柳枝"
"9169","T520402924","三分三"
"9170","T520403213","铁包金"
"9171","T520403215","焙壁虎"
"9172","T520403216","倒提壶"
"9173","T520403368","飞龙掌血根皮(见血飞)"
"9174","T520403372","箭杆风"
"9175","T520403373","四块瓦"
"9176","T520403378","铁筷子"
"9177","T520403386","钻地风"
"9178","T520403396","刺楸皮(海桐皮)"
"9179","T520403399","白杨"
"9180","T520403401","地刷子(过江龙)"
"9181","T520403403","云实皮(阎王刺)"
"9182","T520403407","追风伞"
"9183","T520403410","买麻藤"
"9184","T520403419","岩五加"
"9185","T520403424","破铜钱(老鹳草)"
"9186","T520403627","木瓜饮片(破壁)"
"9187","T520404198","黔槲寄生"
"9188","T520404199","野木瓜藤"
"9189","T520404202","雪上一支蒿"
"9190","T520404204","菜花蛇(黄颔蛇)"
"9191","T520501194","辣蓼"
"9192","T520503504","荷叶饮片(破壁)"
"9193","T520504193","盐草果仁"
"9194","T520601139","炒薏苡仁"
"9195","T520601599","泽漆"
"9196","T520603367","水黄花"
"9197","T520603402","绣线菊"
"9198","T520603485","广金钱草饮片(破壁)"
"9199","T520603513","云芝饮片(破壁)"
"9200","T520603517","茯苓饮片(破壁)"
"9201","T520603518","猪苓饮片(破壁)"
"9202","T520701096","盐制吴茱萸"
"9203","T520702598","野花椒(山花椒)"
"9204","T520702854","木姜子"
"9205","T520703370","香樟根(走马胎)"
"9206","T520703379","骚羊古"
"9207","T520703417","竹叶椒根"
"9208","T520703630","肉桂饮片(破壁)"
"9209","T520703853","大果木姜子"
"9210","T520801251","肉果花"
"9211","T520801337","橘叶"
"9212","T520801779","马兰草(鱼鳅串)"
"9213","T520802274","仙人掌"
"9214","T520803374","五香血藤"
"9215","T520803409","绿萼梅"
"9216","T520803488","化橘红饮片(破壁)"
"9217","T520803502","陈皮饮片(破壁)"
"9218","T520803629","玫瑰花饮片(破壁)"
"9219","T520804856","橘红饮片(破壁)"
"9220","T520901627","六神曲"
"9221","T520902060","野山楂"
"9222","T520903404","刺梨叶"
"9223","T520903492","刺梨饮片(破壁)"
"9224","T520903497","山楂饮片(破壁)"
"9225","T520903733","刺梨根"
"9226","T520904201","刺梨"
"9227","T521000965","土荆芥"
"9228","T521001082","芜荑"
"9229","T521001476","生大风子"
"9230","T521001499","南瓜子"
"9231","T521101278","茄根"
"9232","T521101483","墓头回"
"9233","T521101654","莲房"
"9234","T521102082","三七"
"9235","T521102677","吕宋果"
"9236","T521102680","虫白蜡"
"9237","T521103405","山刺莓"
"9238","T521103501","白及饮片(破壁)"
"9239","T521103506","三七饮片(破壁)"
"9240","T521103631","白茅根饮片(破壁)"
"9241","T521201548","仙桃草"
"9242","T521201556","丹参粉"
"9243","T521201582","红升麻(落新妇)"
"9244","T521201935","紫荆皮"
"9245","T521202076","元宝草"
"9246","T521203211","黑骨藤(滇杠柳)"
"9247","T521203381","水冬瓜根皮"
"9248","T521203389","水蛭精粉(蚂蟥精粉)"
"9249","T521203397","血人参"
"9250","T521203413","飞龙掌血叶(见血飞叶)"
"9251","T521203416","三月泡"
"9252","T521203420","血三七"
"9253","T521203422","小罗伞"
"9254","T521203486","三七(熟)饮片(破壁)"
"9255","T521205291","骨碎补饮片(破壁)"
"9256","T521301603","柿叶"
"9257","T521301881","一朵云"
"9258","T521301926","羊奶奶叶"
"9259","T521302062","半夏曲"
"9260","T521302065","十大功劳叶"
"9261","T521302074","八角莲"
"9262","T521302522","炒半夏曲"
"9263","T521302693","伊贝母"
"9264","T521302862","曼陀罗子"
"9265","T521303198","吉祥草(观音草)"
"9266","T521303632","桔梗饮片(破壁)"
"9267","T521303652","金佛草"
"9268","T521304191","毛紫菀"
"9269","T521305287","胖大海饮片(破壁)"
"9270","T521305290","百部饮片(破壁)"
"9271","T521401283","白石英"
"9272","T521401864","煅白石英"
"9273","T521402870","山合欢皮"
"9274","T521403394","山栀茶"
"9275","T521501469","守宫(天龙)"
"9276","T521503507","天麻饮片(破壁)"
"9277","T521503528","地龙精粉"
"9278","T521601850","生蟾酥"
"9279","T521601909","五匹风"
"9280","T521602479","炒石菖蒲"
"9281","T521701011","黄芪粉"
"9282","T521701634","银耳"
"9283","T521701655","茯神"
"9284","T521701832","鹿血晶"
"9285","T521701847","酒茱萸"
"9286","T521702002","淫羊霍根"
"9287","T521702056","土人参"
"9288","T521702589","续断"
"9289","T521703153","蛤蟆油"
"9290","T521703165","山茱萸"
"9291","T521703181","果上叶"
